idx,x,y,z
186,-0.59180385,-0.82937914,1.9270651
187,-0.9596836,-0.79793113,1.786288
188,-0.96159494,-0.8001847,1.7946126
189,-0.5262524,-0.8381138,1.946517
190,-0.522019,-0.8404067,1.9451637
191,-0.52175903,-0.83513224,1.9442905
192,0.03003844,-0.81658775,1.7449034
193,-0.014749257,-0.8267672,1.762841
194,3.2427488E-4,-0.8184015,1.7578717
195,0.37995,-0.802827,2.1799202
196,0.3794862,-0.8006397,2.1815383
197,0.3752972,-0.7971531,2.1841803
198,0.36990634,-0.7889988,2.1930113
199,0.18600592,-0.76973057,2.3185034
200,0.1849272,-0.76731956,2.3246894
201,0.18355004,-0.76214826,2.3346758
202,0.18254334,-0.7608389,2.333467
203,0.18302657,-0.7603766,2.3329103
204,0.18269707,-0.7572031,2.3321111
205,0.7561245,-0.7357411,2.6372924
206,0.7533183,-0.7358915,2.6368253
207,0.7530531,-0.73375654,2.637171
208,0.7531856,-0.73457956,2.637541
209,0.7519108,-0.73656094,2.6355834
210,0.573369,-0.7279767,2.575528
211,0.7519971,-0.7348568,2.6366801
212,0.57007563,-0.7270149,2.573146
213,0.5698877,-0.7246249,2.5721974
214,0.56916463,-0.7205167,2.5704274
215,0.5691524,-0.71305364,2.56823
216,0.570392,-0.7112,2.5705352
217,0.5720581,-0.7095763,2.5735874
218,1.0178447,-0.7052325,2.910795
219,1.0189332,-0.70145637,2.912952
220,1.0193832,-0.70187974,2.9151983
221,1.019332,-0.70294344,2.9166899
222,1.0189676,-0.7029217,2.9188588
223,0.73355407,-0.7017112,2.713859
224,1.0178514,-0.7019382,2.922417
225,0.733013,-0.7028388,2.7113645
226,1.0175694,-0.7005881,2.9240074
227,0.732851,-0.70096296,2.7113233
228,1.0173886,-0.70045835,2.924713
229,0.7323274,-0.69842124,2.7128496
230,1.0167906,-0.69941914,2.926363
231,0.73216504,-0.69753325,2.7148976
232,1.0176866,-0.7004647,2.9233046
233,0.7318526,-0.69953483,2.7154388
234,1.0179504,-0.7016563,2.9234555
235,0.73170173,-0.69974124,2.7161517
236,1.0179806,-0.703206,2.923691
237,0.7308872,-0.7017397,2.7166595
238,1.0171248,-0.7035776,2.9256473
239,0.730029,-0.70516574,2.7176032
240,1.0175018,-0.704867,2.9238358
241,0.7304939,-0.7042779,2.7171092
242,1.0173001,-0.70493567,2.924552
243,0.7305963,-0.70393753,2.7172942
244,1.0180519,-0.7042837,2.922741
245,0.7302067,-0.7079973,2.7164402
246,1.0184541,-0.7037868,2.9218082
247,0.73051697,-0.7033177,2.7149448
248,1.0186167,-0.70398843,2.9214573
249,0.73070985,-0.7000326,2.7147546
250,1.0185981,-0.70489603,2.9215844
251,0.7313707,-0.70072997,2.7144952
252,1.018452,-0.70451164,2.922061
253,0.7317522,-0.70230466,2.7139006
254,1.0189549,-0.7047983,2.9214203
255,0.7318667,-0.7001304,2.711999
256,1.0197535,-0.70451474,2.919539
257,0.7321944,-0.69975585,2.7112703
258,1.0204856,-0.7041539,2.9189587
259,0.73225075,-0.7006591,2.7109976
260,1.0206372,-0.70442045,2.9187353
261,0.7322955,-0.70195985,2.7111666
262,1.0208875,-0.70483243,2.9184322
263,0.7323448,-0.7024527,2.7124205
264,1.0209452,-0.7050243,2.9180918
265,0.73245305,-0.702084,2.713735
266,1.0209525,-0.7054729,2.9174962
267,0.7326179,-0.70209277,2.7146316
268,1.021096,-0.70600545,2.9173934
269,0.73309976,-0.7015085,2.7141175
270,1.0214313,-0.7058473,2.9173844
271,0.73344034,-0.70158464,2.7140105
272,1.0220467,-0.70535165,2.9169722
273,0.7339471,-0.7026714,2.7143433
274,1.0220503,-0.70615876,2.9173455
275,0.7338928,-0.70331013,2.7148743
276,1.0218769,-0.7071402,2.9177365
277,0.7335445,-0.7027329,2.7148433
278,1.0218211,-0.70574427,2.917317
279,0.733156,-0.7022825,2.714417
280,1.0220879,-0.70538723,2.9163346
281,0.733228,-0.70102435,2.7125468
282,1.0225744,-0.7045041,2.915783
283,0.73396355,-0.69945866,2.7110202
284,1.023001,-0.70369273,2.9147797
285,0.73494387,-0.698107,2.7094257
286,1.0225778,-0.7024193,2.9142017
287,0.7355019,-0.69994324,2.7080073
288,1.0223736,-0.7022469,2.914123
289,0.73608637,-0.7017201,2.7065687
290,1.0219934,-0.7030433,2.914675
291,0.7371968,-0.7022774,2.7032177
292,1.0217285,-0.70338094,2.9148452
293,0.7373899,-0.70641255,2.699999
294,1.0222481,-0.7023153,2.9123437
295,0.7364597,-0.7062929,2.6993845
296,1.0228637,-0.70304614,2.9094067
297,1.0215399,-0.70365214,2.9102163
298,1.0197976,-0.70376444,2.9117339
299,1.0186427,-0.7032532,2.9144034
300,1.0182264,-0.7011064,2.9117513
